source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform
asukamaxwell02	OxUniPress	1531961463778291715	mentioned	2022-06-01 11:30:50+00:00	1	1	5	0	Twitter for Android
asukamaxwell02	DrLindseyFitz	1531961463778291715	mentioned	2022-06-01 11:30:50+00:00	1	1	5	0	Twitter for Android
asukamaxwell02	fsgbooks	1531961463778291715	mentioned	2022-06-01 11:30:50+00:00	1	1	5	0	Twitter for Android
asukamaxwell02	PicadorUSA	1531961463778291715	mentioned	2022-06-01 11:30:50+00:00	1	1	5	0	Twitter for Android
asukamaxwell02	SimonBooks	1531961463778291715	mentioned	2022-06-01 11:30:50+00:00	1	1	5	0	Twitter for Android
asukamaxwell02	ScribnerBooks	1531961463778291715	mentioned	2022-06-01 11:30:50+00:00	1	1	5	0	Twitter for Android
WIRoBooks	OxUniPress	1531955349011431431	mentioned	2022-06-01 11:06:32+00:00	2	0	3	0	Twitter Web App
bibupo	OxUniPress	1531954887340302337	mentioned	2022-06-01 11:04:42+00:00	1	0	2	0	Twitter Web App
Theosthinktank	theosnick	1531952952113606656	mentioned	2022-06-01 10:57:00+00:00	2	0	3	0	Sprout Social
Theosthinktank	GordinMichael	1531952952113606656	mentioned	2022-06-01 10:57:00+00:00	2	0	3	0	Sprout Social
Theosthinktank	OxUniPress	1531952952113606656	mentioned	2022-06-01 10:57:00+00:00	2	0	3	0	Sprout Social
RassBariaw	JohnWeisweiler	1531951493150121988	replied_to	2022-06-01 10:51:12+00:00	0	0	0	0	Twitter for Android
RassBariaw	OxUniPress	1531951493150121988	replied_to	2022-06-01 10:51:12+00:00	0	0	0	0	Twitter for Android
RassBariaw	davidgraeber	1531951493150121988	replied_to	2022-06-01 10:51:12+00:00	0	0	0	0	Twitter for Android
RightsTrack	DrToddLandman	1531941638909612034	mentioned	2022-06-01 10:12:03+00:00	1	1	3	0	Buffer
RightsTrack	RadioFreeTom	1531941638909612034	mentioned	2022-06-01 10:12:03+00:00	1	1	3	0	Buffer
RightsTrack	TheAtlantic	1531941638909612034	mentioned	2022-06-01 10:12:03+00:00	1	1	3	0	Buffer
RightsTrack	OxUniPress	1531941638909612034	mentioned	2022-06-01 10:12:03+00:00	1	1	3	0	Buffer
RightsTrack	ResearchPods	1531941638909612034	mentioned	2022-06-01 10:12:03+00:00	1	1	3	0	Buffer
gcaulfield	JohnWeisweiler	1531934153461141504	replied_to	2022-06-01 09:42:18+00:00	0	0	0	0	Twitter Web App
gcaulfield	OxUniPress	1531934153461141504	replied_to	2022-06-01 09:42:18+00:00	0	0	0	0	Twitter Web App
gcaulfield	davidgraeber	1531934153461141504	replied_to	2022-06-01 09:42:18+00:00	0	0	0	0	Twitter Web App
_ClairQuentin	phdskat	1531926664510332929	replied_to	2022-06-01 09:12:33+00:00	0	0	0	0	Twitter Web App
