source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform
ProgHist	aleksandrana	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
ProgHist	CillaWehi	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
ProgHist	testeeves	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
ProgHist	pierreroudier	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
ProgHist	droneale	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
ProgHist	cpaintingnz	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
ProgHist	RKPriestley	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
ProgHist	ElizaGrames	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
ProgHist	aleksandrana	1529787624201797632	replied_to	2022-05-26 11:32:46+00:00	0	0	2	0	Twitter Web App
testeeves	CillaWehi	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	aleksandrana	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	pierreroudier	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	droneale	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	cpaintingnz	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	RKPriestley	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	ProgHist	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	ElizaGrames	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	aleksandrana	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
testeeves	aisrayne	1529786615765561345	replied_to	2022-05-26 11:28:45+00:00	0	0	3	0	Twitter Web App
aleksandrana	CillaWehi	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	testeeves	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	pierreroudier	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	droneale	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	cpaintingnz	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	RKPriestley	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	pierreroudier	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	ProgHist	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	ElizaGrames	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
aleksandrana	pierreroudier	1529784449185239040	replied_to	2022-05-26 11:20:09+00:00	0	2	7	0	TweetDeck
cpaintingnz	CillaWehi	1529781629975433216	replied_to	2022-05-26 11:08:57+00:00	0	0	2	0	Twitter Web App
cpaintingnz	pierreroudier	1529781629975433216	replied_to	2022-05-26 11:08:57+00:00	0	0	2	0	Twitter Web App
cpaintingnz	droneale	1529781629975433216	replied_to	2022-05-26 11:08:57+00:00	0	0	2	0	Twitter Web App
cpaintingnz	cpaintingnz	1529781629975433216	replied_to	2022-05-26 11:08:57+00:00	0	0	2	0	Twitter Web App
cpaintingnz	RKPriestley	1529781629975433216	replied_to	2022-05-26 11:08:57+00:00	0	0	2	0	Twitter Web App
cpaintingnz	aleksandrana	1529781629975433216	replied_to	2022-05-26 11:08:57+00:00	0	0	2	0	Twitter Web App
graceeruiha	CillaWehi	1529777696825552896	replied_to	2022-05-26 10:53:19+00:00	0	1	1	0	Twitter for iPhone
graceeruiha	pierreroudier	1529777696825552896	replied_to	2022-05-26 10:53:19+00:00	0	1	1	0	Twitter for iPhone
graceeruiha	droneale	1529777696825552896	replied_to	2022-05-26 10:53:19+00:00	0	1	1	0	Twitter for iPhone
graceeruiha	cpaintingnz	1529777696825552896	replied_to	2022-05-26 10:53:19+00:00	0	1	1	0	Twitter for iPhone
graceeruiha	RKPriestley	1529777696825552896	replied_to	2022-05-26 10:53:19+00:00	0	1	1	0	Twitter for iPhone
graceeruiha	aleksandrana	1529777696825552896	replied_to	2022-05-26 10:53:19+00:00	0	1	1	0	Twitter for iPhone
RKPriestley	droneale	1529678107208462336	replied_to	2022-05-26 04:17:35+00:00	0	0	2	0	Twitter for Android
RKPriestley	CillaWehi	1529678107208462336	replied_to	2022-05-26 04:17:35+00:00	0	0	2	0	Twitter for Android
RKPriestley	pierreroudier	1529678107208462336	replied_to	2022-05-26 04:17:35+00:00	0	0	2	0	Twitter for Android
pierreroudier	taramcallister4	1529548534135291904	replied_to	2022-05-25 19:42:42+00:00	0	0	1	0	Twitter for iPhone
pierreroudier	CillaWehi	1529548534135291904	replied_to	2022-05-25 19:42:42+00:00	0	0	1	0	Twitter for iPhone
pierreroudier	pierreroudier	1529548534135291904	replied_to	2022-05-25 19:42:42+00:00	0	0	1	0	Twitter for iPhone
pierreroudier	droneale	1529548534135291904	replied_to	2022-05-25 19:42:42+00:00	0	0	1	0	Twitter for iPhone
pierreroudier	cpaintingnz	1529548534135291904	replied_to	2022-05-25 19:42:42+00:00	0	0	1	0	Twitter for iPhone
Styla73	CillaWehi	1529535860622098432	replied_to	2022-05-25 18:52:21+00:00	0	0	0	0	Twitter for iPhone
Styla73	pierreroudier	1529535860622098432	replied_to	2022-05-25 18:52:21+00:00	0	0	0	0	Twitter for iPhone
Styla73	droneale	1529535860622098432	replied_to	2022-05-25 18:52:21+00:00	0	0	0	0	Twitter for iPhone
