source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform
ana16_jaramillo	CompleNet	1531572608747065344	mentioned	2022-05-31 09:45:39+00:00	4	0	13	1	Twitter Web App
ana16_jaramillo	diogofpacheco	1531572608747065344	mentioned	2022-05-31 09:45:39+00:00	4	0	13	1	Twitter Web App
ana16_jaramillo	marianagmmacedo	1531572608747065344	mentioned	2022-05-31 09:45:39+00:00	4	0	13	1	Twitter Web App
ana16_jaramillo	ronaldomenezes	1531572608747065344	mentioned	2022-05-31 09:45:39+00:00	4	0	13	1	Twitter Web App
ana16_jaramillo	JrClodomir	1531572608747065344	mentioned	2022-05-31 09:45:39+00:00	4	0	13	1	Twitter Web App
ana16_jaramillo	BioComplexLab	1531572608747065344	mentioned	2022-05-31 09:45:39+00:00	4	0	13	1	Twitter Web App
ana16_jaramillo	seda_lab	1531572608747065344	mentioned	2022-05-31 09:45:39+00:00	4	0	13	1	Twitter Web App
ana16_jaramillo	HywelTPWilliams	1531572608747065344	mentioned	2022-05-31 09:45:39+00:00	4	0	13	1	Twitter Web App
hugo_sbarbosa	CompleNet	1531569628442402816	mentioned	2022-05-31 09:33:49+00:00	4	0	8	0	Twitter Web App
hugo_sbarbosa	fernandopsantos	1531569628442402816	mentioned	2022-05-31 09:33:49+00:00	4	0	8	0	Twitter Web App
hugo_sbarbosa	HywelTPWilliams	1531569628442402816	mentioned	2022-05-31 09:33:49+00:00	4	0	8	0	Twitter Web App
hugo_sbarbosa	branmorrighan	1531569628442402816	mentioned	2022-05-31 09:33:49+00:00	4	0	8	0	Twitter Web App
hugo_sbarbosa	diogofpacheco	1531569628442402816	mentioned	2022-05-31 09:33:49+00:00	4	0	8	0	Twitter Web App
hugo_sbarbosa	ronaldomenezes	1531569628442402816	mentioned	2022-05-31 09:33:49+00:00	4	0	8	0	Twitter Web App
hugo_sbarbosa	MangioniG	1531569628442402816	mentioned	2022-05-31 09:33:49+00:00	4	0	8	0	Twitter Web App
globaleducareUK	exetercompsci	1528775679059365889	replied_to	2022-05-23 16:31:39+00:00	0	0	0	0	Twitter Web App
globaleducareUK	ronaldomenezes	1528775679059365889	replied_to	2022-05-23 16:31:39+00:00	0	0	0	0	Twitter Web App
globaleducareUK	UniofExeter	1528775679059365889	replied_to	2022-05-23 16:31:39+00:00	0	0	0	0	Twitter Web App
globaleducareUK	CollegeofEMPS	1528775679059365889	replied_to	2022-05-23 16:31:39+00:00	0	0	0	0	Twitter Web App
aliceschwarze	ronaldomenezes	1520800656663142403	replied_to	2022-05-01 16:21:46+00:00	0	0	0	0	Twitter for Android
aliceschwarze	elonmusk	1520800656663142403	replied_to	2022-05-01 16:21:46+00:00	0	0	0	0	Twitter for Android
aliceschwarze	AOC	1520800656663142403	replied_to	2022-05-01 16:21:46+00:00	0	0	0	0	Twitter for Android
verasantista	ronaldomenezes	1520631968412708865	replied_to	2022-05-01 05:11:27+00:00	0	0	0	0	Twitter for Android
verasantista	LulaOficial	1520631968412708865	replied_to	2022-05-01 05:11:27+00:00	0	0	0	0	Twitter for Android
exetercompsci	ronaldomenezes	1520267140745506817	mentioned	2022-04-30 05:01:46+00:00	1	1	11	0	Twitter for iPhone
exetercompsci	UniofExeter	1520267140745506817	mentioned	2022-04-30 05:01:46+00:00	1	1	11	0	Twitter for iPhone
exetercompsci	CollegeofEMPS	1520267140745506817	mentioned	2022-04-30 05:01:46+00:00	1	1	11	0	Twitter for iPhone
Ghoshal_G	NatureComms	1512414386186592262	mentioned	2022-04-08 12:57:43+00:00	16	1	43	2	Twitter Web App
Ghoshal_G	MagicaChen	1512414386186592262	mentioned	2022-04-08 12:57:43+00:00	16	1	43	2	Twitter Web App
Ghoshal_G	foucaultwelles	1512414386186592262	mentioned	2022-04-08 12:57:43+00:00	16	1	43	2	Twitter Web App
Ghoshal_G	bagrow	1512414386186592262	mentioned	2022-04-08 12:57:43+00:00	16	1	43	2	Twitter Web App
Ghoshal_G	ronaldomenezes	1512414386186592262	mentioned	2022-04-08 12:57:43+00:00	16	1	43	2	Twitter Web App
NatureComms	Ghoshal_G	1512381813959835649	mentioned	2022-04-08 10:48:17+00:00	0	0	1	0	Twitter Web App
NatureComms	MagicaChen	1512381813959835649	mentioned	2022-04-08 10:48:17+00:00	0	0	1	0	Twitter Web App
NatureComms	ronaldomenezes	1512381813959835649	mentioned	2022-04-08 10:48:17+00:00	0	0	1	0	Twitter Web App
UofE_Solutions	UniofExeter	1511264161145184256	mentioned	2022-04-05 08:47:08+00:00	2	0	5	0	Twitter Web App
UofE_Solutions	DC_Police	1511264161145184256	mentioned	2022-04-05 08:47:08+00:00	2	0	5	0	Twitter Web App
UofE_Solutions	ronaldomenezes	1511264161145184256	mentioned	2022-04-05 08:47:08+00:00	2	0	5	0	Twitter Web App
UofE_Solutions	Jo_Arundale	1511264161145184256	mentioned	2022-04-05 08:47:08+00:00	2	0	5	0	Twitter Web App
UofE_Solutions	UniExeCornwall	1511264161145184256	mentioned	2022-04-05 08:47:08+00:00	2	0	5	0	Twitter Web App
WiNS_Society	a_cardillo	1501910953935446016	replied_to	2022-03-10 13:20:50+00:00	0	0	0	0	Twitter for iPhone
WiNS_Society	ronaldomenezes	1501910953935446016	replied_to	2022-03-10 13:20:50+00:00	0	0	0	0	Twitter for iPhone
WiNS_Society	marianagmmacedo	1501910953935446016	replied_to	2022-03-10 13:20:50+00:00	0	0	0	0	Twitter for iPhone
lotero_laura	ronaldomenezes	1501216352396271619	quoted	2022-03-08 15:20:44+00:00	3	0	7	0	Twitter Web App
lotero_laura	diogofpacheco	1501216352396271619	quoted	2022-03-08 15:20:44+00:00	3	0	7	0	Twitter Web App
lotero_laura	hugo_sbarbosa	1501216352396271619	quoted	2022-03-08 15:20:44+00:00	3	0	7	0	Twitter Web App
lotero_laura	branmorrighan	1501216352396271619	quoted	2022-03-08 15:20:44+00:00	3	0	7	0	Twitter Web App
lotero_laura	MangioniG	1501216352396271619	quoted	2022-03-08 15:20:44+00:00	3	0	7	0	Twitter Web App
lotero_laura	UniofExeterNews	1501216352396271619	quoted	2022-03-08 15:20:44+00:00	3	0	7	0	Twitter Web App
lotero_laura	CollegeofEMPS	1501216352396271619	quoted	2022-03-08 15:20:44+00:00	3	0	7	0	Twitter Web App
lotero_laura	UniofExeter	1501216352396271619	quoted	2022-03-08 15:20:44+00:00	3	0	7	0	Twitter Web App
a_cardillo	marianagmmacedo	1499585988158443547	quoted	2022-03-04 03:22:15+00:00	1	0	6	0	Twitter Web App
a_cardillo	lotero_laura	1499585988158443547	quoted	2022-03-04 03:22:15+00:00	1	0	6	0	Twitter Web App
a_cardillo	a_cardillo	1499585988158443547	quoted	2022-03-04 03:22:15+00:00	1	0	6	0	Twitter Web App
a_cardillo	ronaldomenezes	1499585988158443547	quoted	2022-03-04 03:22:15+00:00	1	0	6	0	Twitter Web App
a_cardillo	hugo_sbarbosa	1499585988158443547	quoted	2022-03-04 03:22:15+00:00	1	0	6	0	Twitter Web App
ronaldomenezes	marianagmmacedo	1499480561013960706	mentioned	2022-03-03 20:23:19+00:00	3	0	7	0	Twitter Web App
ronaldomenezes	hugo_sbarbosa	1499480561013960706	mentioned	2022-03-03 20:23:19+00:00	3	0	7	0	Twitter Web App
ronaldomenezes	a_cardillo	1499480561013960706	mentioned	2022-03-03 20:23:19+00:00	3	0	7	0	Twitter Web App
ronaldomenezes	ronaldomenezes	1499480561013960706	mentioned	2022-03-03 20:23:19+00:00	3	0	7	0	Twitter Web App
BickMath	marianagmmacedo	1499416364590800902	mentioned	2022-03-03 16:08:13+00:00	7	0	23	1	Twitter Web App
BickMath	lotero_laura	1499416364590800902	mentioned	2022-03-03 16:08:13+00:00	7	0	23	1	Twitter Web App
BickMath	hugo_sbarbosa	1499416364590800902	mentioned	2022-03-03 16:08:13+00:00	7	0	23	1	Twitter Web App
BickMath	ronaldomenezes	1499416364590800902	mentioned	2022-03-03 16:08:13+00:00	7	0	23	1	Twitter Web App
zoehumble	marianagmmacedo	1499339118807031810	quoted	2022-03-03 11:01:16+00:00	2	0	15	0	Twitter Web App
zoehumble	ronaldomenezes	1499339118807031810	quoted	2022-03-03 11:01:16+00:00	2	0	15	0	Twitter Web App
zoehumble	a_cardillo	1499339118807031810	quoted	2022-03-03 11:01:16+00:00	2	0	15	0	Twitter Web App
zoehumble	lotero_laura	1499339118807031810	quoted	2022-03-03 11:01:16+00:00	2	0	15	0	Twitter Web App
zoehumble	PLOSONE	1499339118807031810	quoted	2022-03-03 11:01:16+00:00	2	0	15	0	Twitter Web App
zoehumble	LearningCCL	1499339118807031810	quoted	2022-03-03 11:01:16+00:00	2	0	15	0	Twitter Web App
zoehumble	cesifoti	1499339118807031810	quoted	2022-03-03 11:01:16+00:00	2	0	15	0	Twitter Web App
CeeThruFashion	marianagmmacedo	1499336069166346241	quoted	2022-03-03 10:49:09+00:00	0	0	7	0	Twitter Web App
