source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform
gemmemc	barbourjosh	1531748964709683202	mentioned	2022-05-31 21:26:26+00:00	1	0	6	0	Twitter for iPhone
noshir	barbourjosh	1530852211894505472	replied_to	2022-05-29 10:03:03+00:00	0	0	0	0	Twitter for iPhone
noshir	TaraBehrend	1530852211894505472	replied_to	2022-05-29 10:03:03+00:00	0	0	0	0	Twitter for iPhone
Myrnoproud1	barbourjosh	1530851192607232001	replied_to	2022-05-29 09:59:00+00:00	0	1	1	0	Twitter for iPhone
Myrnoproud1	TaraBehrend	1530851192607232001	replied_to	2022-05-29 09:59:00+00:00	0	1	1	0	Twitter for iPhone
ApronLab	barbourjosh	1528181676442017793	replied_to	2022-05-22 01:11:18+00:00	0	0	0	0	Twitter Web App
ApronLab	UTAustin	1528181676442017793	replied_to	2022-05-22 01:11:18+00:00	0	0	0	0	Twitter Web App
ApronLab	UTexasMoody	1528181676442017793	replied_to	2022-05-22 01:11:18+00:00	0	0	0	0	Twitter Web App
ApronLab	UTcommstudies	1528181676442017793	replied_to	2022-05-22 01:11:18+00:00	0	0	0	0	Twitter Web App
egerphd	barbourjosh	1526605597830959104	mentioned	2022-05-17 16:48:32+00:00	2	1	2	0	Twitter Web App
egerphd	UTAustin	1526605597830959104	mentioned	2022-05-17 16:48:32+00:00	2	1	2	0	Twitter Web App
egerphd	UTexasMoody	1526605597830959104	mentioned	2022-05-17 16:48:32+00:00	2	1	2	0	Twitter Web App
egerphd	UTcommstudies	1526605597830959104	mentioned	2022-05-17 16:48:32+00:00	2	1	2	0	Twitter Web App
KaseyClabornPhD	barbourjosh	1519512678968008707	replied_to	2022-04-28 03:03:48+00:00	0	2	2	0	Twitter Web App
UTcommstudies	barbourjosh	1517635196086013952	replied_to	2022-04-22 22:43:21+00:00	0	0	0	0	Twitter for iPhone
UTcommstudies	SScottGraham_	1517635196086013952	replied_to	2022-04-22 22:43:21+00:00	0	0	0	0	Twitter for iPhone
UTcommstudies	RichBottner	1517635196086013952	replied_to	2022-04-22 22:43:21+00:00	0	0	0	0	Twitter for iPhone
UTcommstudies	AddictResTheory	1517635196086013952	replied_to	2022-04-22 22:43:21+00:00	0	0	0	0	Twitter for iPhone
UTcommstudies	uthealthcomm	1517635196086013952	replied_to	2022-04-22 22:43:21+00:00	0	0	0	0	Twitter for iPhone
DoctorDUrso	barbourjosh	1498816289917259780	mentioned	2022-03-02 00:23:44+00:00	0	0	3	0	Twitter for Android
DoctorDUrso	LarryBrowning2	1498816289917259780	mentioned	2022-03-02 00:23:44+00:00	0	0	3	0	Twitter for Android
