source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform
cryptoaseer1	Mythos_HEC	1531931451058683905	replied_to	2022-06-01 09:31:34+00:00	0	0	0	0	Twitter for Android
cryptoaseer1	AtlanticaMarket	1531931451058683905	replied_to	2022-06-01 09:31:34+00:00	0	0	0	0	Twitter for Android
cryptoaseer1	jh	1531931451058683905	replied_to	2022-06-01 09:31:34+00:00	0	0	0	0	Twitter for Android
cryptoaseer1	yy	1531931451058683905	replied_to	2022-06-01 09:31:34+00:00	0	0	0	0	Twitter for Android
cryptoaseer1	The_Delysium	1531931451058683905	replied_to	2022-06-01 09:31:34+00:00	0	0	0	0	Twitter for Android
AktuBetikcrom	AsiaCommunityAs	1531296081903951872	replied_to	2022-05-30 15:26:50+00:00	0	0	0	0	Twitter for Android
AktuBetikcrom	ibullswap	1531296081903951872	replied_to	2022-05-30 15:26:50+00:00	0	0	0	0	Twitter for Android
AktuBetikcrom	jjjessixaaa	1531296081903951872	replied_to	2022-05-30 15:26:50+00:00	0	0	0	0	Twitter for Android
AktuBetikcrom	LloydCadena	1531296081903951872	replied_to	2022-05-30 15:26:50+00:00	0	0	0	0	Twitter for Android
AktuBetikcrom	yy	1531296081903951872	replied_to	2022-05-30 15:26:50+00:00	0	0	0	0	Twitter for Android
majid_gan	DNPpledge	1531267953097834496	replied_to	2022-05-30 13:35:04+00:00	0	0	0	0	Twitter for Android
majid_gan	ww	1531267953097834496	replied_to	2022-05-30 13:35:04+00:00	0	0	0	0	Twitter for Android
majid_gan	rr	1531267953097834496	replied_to	2022-05-30 13:35:04+00:00	0	0	0	0	Twitter for Android
majid_gan	tt	1531267953097834496	replied_to	2022-05-30 13:35:04+00:00	0	0	0	0	Twitter for Android
majid_gan	yy	1531267953097834496	replied_to	2022-05-30 13:35:04+00:00	0	0	0	0	Twitter for Android
5hixx_	yy	1530883877891280898	mentioned	2022-05-29 12:08:53+00:00	0	0	0	0	Twitter for iPhone
mmmkkk8881	CryptoUB	1530496402169614336	replied_to	2022-05-28 10:29:12+00:00	0	0	0	0	Twitter for Android
mmmkkk8881	yy	1530496402169614336	replied_to	2022-05-28 10:29:12+00:00	0	0	0	0	Twitter for Android
mmmkkk8881	eyg	1530496402169614336	replied_to	2022-05-28 10:29:12+00:00	0	0	0	0	Twitter for Android
sabbiranik111	metaversusgames	1530458241901027329	replied_to	2022-05-28 07:57:34+00:00	0	0	0	0	Twitter Web App
sabbiranik111	yy	1530458241901027329	replied_to	2022-05-28 07:57:34+00:00	0	0	0	0	Twitter Web App
sabbiranik111	jddjdjejeewi	1530458241901027329	replied_to	2022-05-28 07:57:34+00:00	0	0	0	0	Twitter Web App
sabbiranik111	jdjdhdhfhfho2o2	1530458241901027329	replied_to	2022-05-28 07:57:34+00:00	0	0	0	0	Twitter Web App
Rafiqul5661	Rafiqul5661	1530121109261402112	quoted	2022-05-27 09:37:55+00:00	0	0	0	0	Twitter for Android
Rafiqul5661	rrssd	1530121109261402112	quoted	2022-05-27 09:37:55+00:00	0	0	0	0	Twitter for Android
Rafiqul5661	yy	1530121109261402112	quoted	2022-05-27 09:37:55+00:00	0	0	0	0	Twitter for Android
Dyoungest_	Cassinobox	1529880556921507840	replied_to	2022-05-26 17:42:03+00:00	0	0	0	0	Twitter Web App
Dyoungest_	yy	1529880556921507840	replied_to	2022-05-26 17:42:03+00:00	0	0	0	0	Twitter Web App
Dyoungest_	0x_yy	1529880556921507840	replied_to	2022-05-26 17:42:03+00:00	0	0	0	0	Twitter Web App
Dyoungest_	angelicryyy	1529880556921507840	replied_to	2022-05-26 17:42:03+00:00	0	0	0	0	Twitter Web App
sfsfsf7007	PresentsAirdrop	1529846693872734215	replied_to	2022-05-26 15:27:29+00:00	0	0	0	0	Twitter Web App
sfsfsf7007	qwertee	1529846693872734215	replied_to	2022-05-26 15:27:29+00:00	0	0	0	0	Twitter Web App
sfsfsf7007	ClaudeGhh	1529846693872734215	replied_to	2022-05-26 15:27:29+00:00	0	0	0	0	Twitter Web App
sfsfsf7007	FGodement	1529846693872734215	replied_to	2022-05-26 15:27:29+00:00	0	0	0	0	Twitter Web App
sfsfsf7007	jhblive	1529846693872734215	replied_to	2022-05-26 15:27:29+00:00	0	0	0	0	Twitter Web App
sfsfsf7007	yy	1529846693872734215	replied_to	2022-05-26 15:27:29+00:00	0	0	0	0	Twitter Web App
OK77572163	g	1529796414842470401	quoted	2022-05-26 12:07:42+00:00	0	0	0	0	Twitter for Android
OK77572163	yy	1529796414842470401	quoted	2022-05-26 12:07:42+00:00	0	0	0	0	Twitter for Android
OK77572163	jdjdjdkdodo	1529796414842470401	quoted	2022-05-26 12:07:42+00:00	0	0	0	0	Twitter for Android
Mohamad23288	SOLgiraffe	1529759775323574272	replied_to	2022-05-26 09:42:06+00:00	0	0	0	0	Twitter for Android
Mohamad23288	yy	1529759775323574272	replied_to	2022-05-26 09:42:06+00:00	0	0	0	0	Twitter for Android
Mohamad23288	gfletchy	1529759775323574272	replied_to	2022-05-26 09:42:06+00:00	0	0	0	0	Twitter for Android
Mohamad23288	cg	1529759775323574272	replied_to	2022-05-26 09:42:06+00:00	0	0	0	0	Twitter for Android
Mohamad23288	VCRebecca	1529759775323574272	replied_to	2022-05-26 09:42:06+00:00	0	0	0	0	Twitter for Android
Mohamad23288	ZDaryabi	1529759775323574272	replied_to	2022-05-26 09:42:06+00:00	0	0	0	0	Twitter for Android
njtzkn	YYilmazsedat	1529756466718158848	replied_to	2022-05-26 09:28:57+00:00	0	0	0	0	Twitter for Android
njtzkn	SedefKabas	1529756466718158848	replied_to	2022-05-26 09:28:57+00:00	0	0	0	0	Twitter for Android
njtzkn	memduhtv	1529756466718158848	replied_to	2022-05-26 09:28:57+00:00	0	0	0	0	Twitter for Android
njtzkn	yy	1529756466718158848	replied_to	2022-05-26 09:28:57+00:00	0	0	0	0	Twitter for Android
Syruppool	communi3_io	1529549007734833152	replied_to	2022-05-25 19:44:35+00:00	0	0	0	0	Twitter for iPhone
Syruppool	LucidRealmsXYZ	1529549007734833152	replied_to	2022-05-25 19:44:35+00:00	0	0	0	0	Twitter for iPhone
Syruppool	YEAHBOiiiCOLE	1529549007734833152	replied_to	2022-05-25 19:44:35+00:00	0	0	0	0	Twitter for iPhone
Syruppool	defi_ghost	1529549007734833152	replied_to	2022-05-25 19:44:35+00:00	0	0	0	0	Twitter for iPhone
Syruppool	yy	1529549007734833152	replied_to	2022-05-25 19:44:35+00:00	0	0	0	0	Twitter for iPhone
imjack1223	the_x2y2	1529466334643294208	replied_to	2022-05-25 14:16:04+00:00	0	0	0	0	Twitter for Android
imjack1223	ChillDogsClub	1529466334643294208	replied_to	2022-05-25 14:16:04+00:00	0	0	0	0	Twitter for Android
imjack1223	ttguweiz	1529466334643294208	replied_to	2022-05-25 14:16:04+00:00	0	0	0	0	Twitter for Android
imjack1223	yy	1529466334643294208	replied_to	2022-05-25 14:16:04+00:00	0	0	0	0	Twitter for Android
imjack1223	OoCPokemon	1529466334643294208	replied_to	2022-05-25 14:16:04+00:00	0	0	0	0	Twitter for Android
damncindy_	yy	1529452934722949120	mentioned	2022-05-25 13:22:50+00:00	0	0	0	0	Instagram
kkk_ddd_hh	Puuvillasociety	1529398056181190657	replied_to	2022-05-25 09:44:46+00:00	0	0	0	0	Twitter Web App
kkk_ddd_hh	cryptoslaa	1529398056181190657	replied_to	2022-05-25 09:44:46+00:00	0	0	0	0	Twitter Web App
kkk_ddd_hh	zzpacker	1529398056181190657	replied_to	2022-05-25 09:44:46+00:00	0	0	0	0	Twitter Web App
kkk_ddd_hh	yy	1529398056181190657	replied_to	2022-05-25 09:44:46+00:00	0	0	0	0	Twitter Web App
shohremobini	AirdropStario	1529226821539340288	replied_to	2022-05-24 22:24:20+00:00	0	0	0	0	Twitter for Android
shohremobini	yy	1529226821539340288	replied_to	2022-05-24 22:24:20+00:00	0	0	0	0	Twitter for Android
shohremobini	sh_iranii_iii	1529226821539340288	replied_to	2022-05-24 22:24:20+00:00	0	0	0	0	Twitter for Android
shohremobini	WED	1529226821539340288	replied_to	2022-05-24 22:24:20+00:00	0	0	0	0	Twitter for Android
TsubiJean	ShorNFT	1529100865558024192	replied_to	2022-05-24 14:03:50+00:00	0	0	0	0	Twitter for Android
TsubiJean	Primatesnft	1529100865558024192	replied_to	2022-05-24 14:03:50+00:00	0	0	0	0	Twitter for Android
TsubiJean	Gakko_Monkez	1529100865558024192	replied_to	2022-05-24 14:03:50+00:00	0	0	0	0	Twitter for Android
TsubiJean	SmartSeaSociety	1529100865558024192	replied_to	2022-05-24 14:03:50+00:00	0	0	0	0	Twitter for Android
TsubiJean	goodskellas	1529100865558024192	replied_to	2022-05-24 14:03:50+00:00	0	0	0	0	Twitter for Android
TsubiJean	BombBuddiesNFT	1529100865558024192	replied_to	2022-05-24 14:03:50+00:00	0	0	0	0	Twitter for Android
TsubiJean	gy	1529100865558024192	replied_to	2022-05-24 14:03:50+00:00	0	0	0	0	Twitter for Android
TsubiJean	yy	1529100865558024192	replied_to	2022-05-24 14:03:50+00:00	0	0	0	0	Twitter for Android
