source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform
LorenzoRighett7	izebuphamalai	1458021916728598532	quoted	2021-11-09 10:41:28+00:00	1	0	5	0	Twitter Web App
LorenzoRighett7	MencheLab	1458021916728598532	quoted	2021-11-09 10:41:28+00:00	1	0	5	0	Twitter Web App
LorenzoRighett7	NatureComms	1458021916728598532	quoted	2021-11-09 10:41:28+00:00	1	0	5	0	Twitter Web App
LorenzoRighett7	netsci2020	1458021916728598532	quoted	2021-11-09 10:41:28+00:00	1	0	5	0	Twitter Web App
martinzh	xumerio	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
martinzh	jrncarlock	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
martinzh	M_T_Angulo	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
martinzh	LHDnets	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
martinzh	SMichelMata	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
martinzh	jkbren	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
martinzh	gdeandajauregui	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
martinzh	CNWWs	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
martinzh	netsci2020	1443258181312987140	replied_to	2021-09-29 16:55:39+00:00	0	0	0	0	Twitter for Android
xumerio	jrncarlock	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	martinzh	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	M_T_Angulo	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	LHDnets	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	SMichelMata	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	jkbren	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	gdeandajauregui	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	CNWWs	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	netsci2020	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
xumerio	martinzh	1443256605718548482	replied_to	2021-09-29 16:49:23+00:00	0	1	1	0	Twitter Web App
