source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform
ShEidzadeh	Yellowmoon_live	1527269966122213378	replied_to	2022-05-19 12:48:29+00:00	0	0	0	0	Twitter for iPhone
ShEidzadeh	sarayshai	1527269966122213378	replied_to	2022-05-19 12:48:29+00:00	0	0	0	0	Twitter for iPhone
ShEidzadeh	NilofarSakhi	1527269966122213378	replied_to	2022-05-19 12:48:29+00:00	0	0	0	0	Twitter for iPhone
ShEidzadeh	minabble	1527269966122213378	replied_to	2022-05-19 12:48:29+00:00	0	0	0	0	Twitter for iPhone
mmdanziger1	sarayshai	1508738637617377282	quoted	2022-03-29 09:31:36+00:00	0	0	1	0	Twitter Web App
oaggimenez	Eliz_Hobson	1506632104871923714	mentioned	2022-03-23 14:01:00+00:00	1	0	14	0	Twitter Web App
oaggimenez	mattjsilk	1506632104871923714	mentioned	2022-03-23 14:01:00+00:00	1	0	14	0	Twitter Web App
oaggimenez	DanLarremore	1506632104871923714	mentioned	2022-03-23 14:01:00+00:00	1	0	14	0	Twitter Web App
oaggimenez	sarayshai	1506632104871923714	mentioned	2022-03-23 14:01:00+00:00	1	0	14	0	Twitter Web App
oaggimenez	NoaPinter	1506632104871923714	mentioned	2022-03-23 14:01:00+00:00	1	0	14	0	Twitter Web App
Eliz_Hobson	StefaniCrabtree	1491107012729454592	replied_to	2022-02-08 17:49:49+00:00	0	0	3	0	Twitter Web App
Eliz_Hobson	AndrewBarnas	1491107012729454592	replied_to	2022-02-08 17:49:49+00:00	0	0	3	0	Twitter Web App
Eliz_Hobson	JoshuaGarland	1491107012729454592	replied_to	2022-02-08 17:49:49+00:00	0	0	3	0	Twitter Web App
Eliz_Hobson	mattjsilk	1491107012729454592	replied_to	2022-02-08 17:49:49+00:00	0	0	3	0	Twitter Web App
Eliz_Hobson	DanLarremore	1491107012729454592	replied_to	2022-02-08 17:49:49+00:00	0	0	3	0	Twitter Web App
Eliz_Hobson	sarayshai	1491107012729454592	replied_to	2022-02-08 17:49:49+00:00	0	0	3	0	Twitter Web App
Eliz_Hobson	NoaPinter	1491107012729454592	replied_to	2022-02-08 17:49:49+00:00	0	0	3	0	Twitter Web App
NoaPinter	Eliz_Hobson	1449754974762586112	quoted	2021-10-17 15:11:35+00:00	2	0	21	0	Twitter for Android
NoaPinter	mattjsilk	1449754974762586112	quoted	2021-10-17 15:11:35+00:00	2	0	21	0	Twitter for Android
NoaPinter	DanLarremore	1449754974762586112	quoted	2021-10-17 15:11:35+00:00	2	0	21	0	Twitter for Android
NoaPinter	sarayshai	1449754974762586112	quoted	2021-10-17 15:11:35+00:00	2	0	21	0	Twitter for Android
PhDBee	Eliz_Hobson	1411366646468468745	replied_to	2021-07-03 16:50:05+00:00	0	0	4	0	Twitter for iPhone
PhDBee	mattjsilk	1411366646468468745	replied_to	2021-07-03 16:50:05+00:00	0	0	4	0	Twitter for iPhone
PhDBee	DanLarremore	1411366646468468745	replied_to	2021-07-03 16:50:05+00:00	0	0	4	0	Twitter for iPhone
PhDBee	sarayshai	1411366646468468745	replied_to	2021-07-03 16:50:05+00:00	0	0	4	0	Twitter for iPhone
PhDBee	NoaPinter	1411366646468468745	replied_to	2021-07-03 16:50:05+00:00	0	0	4	0	Twitter for iPhone
PhDBee	NIMBioS	1411366646468468745	replied_to	2021-07-03 16:50:05+00:00	0	0	4	0	Twitter for iPhone
AdinaGitomer	mattjsilk	1411332504360042499	mentioned	2021-07-03 14:34:24+00:00	43	2	137	2	Twitter Web App
AdinaGitomer	DanLarremore	1411332504360042499	mentioned	2021-07-03 14:34:24+00:00	43	2	137	2	Twitter Web App
AdinaGitomer	sarayshai	1411332504360042499	mentioned	2021-07-03 14:34:24+00:00	43	2	137	2	Twitter Web App
AdinaGitomer	NoaPinter	1411332504360042499	mentioned	2021-07-03 14:34:24+00:00	43	2	137	2	Twitter Web App
AricGitomer	mattjsilk	1376657892355477513	replied_to	2021-03-29 22:09:53+00:00	1	0	4	0	Twitter Web App
AricGitomer	DanLarremore	1376657892355477513	replied_to	2021-03-29 22:09:53+00:00	1	0	4	0	Twitter Web App
