Unnamed: 0	source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform	year	number_years
1242	lordgrilo	DanLarremore	1133439025572925442	mentioned	2019-05-28 18:24:56+00:00	0	0	6	0	Twitter Web Client	2019.0	8.0
1247	ingo_S	PiratePeel	1133436683368718337	mentioned	2019-05-28 18:15:38+00:00	2	0	10	0	Twitter for iPhone	2019.0	8.0
1248	ingo_S	peterdodds	1133436683368718337	mentioned	2019-05-28 18:15:38+00:00	2	0	10	0	Twitter for iPhone	2019.0	8.0
1249	ingo_S	DanLarremore	1133436683368718337	mentioned	2019-05-28 18:15:38+00:00	2	0	10	0	Twitter for iPhone	2019.0	8.0
1274	MassimoSt	Shugars	1133409992181211136	quoted	2019-05-28 16:29:34+00:00	1	0	14	0	Twitter Web Client	2019.0	8.0
1313	jkbren	uvmcomplexity	1133394988073725953	replied_to	2019-05-28 15:29:57+00:00	0	0	3	0	Twitter for iPhone	2019.0	7.0
1324	_jgyou	DanLarremore	1133390348460417026	mentioned	2019-05-28 15:11:31+00:00	2	1	26	0	Twitter for iPhone	2019.0	8.0
1325	_jgyou	Shugars	1133390348460417026	mentioned	2019-05-28 15:11:31+00:00	2	1	26	0	Twitter for iPhone	2019.0	8.0
1328	manlius84	Shugars	1133389166572658689	mentioned	2019-05-28 15:06:49+00:00	3	1	19	0	Twitter for iPhone	2019.0	8.0
1359	elaragon	foucaultwelles	1133367632588169217	mentioned	2019-05-28 13:41:15+00:00	2	0	6	0	Twitter for Android	2019.0	8.0
1389	Ognyanova	DanLarremore	1133346934184382464	quoted	2019-05-28 12:19:00+00:00	0	0	0	0	Twitter Web Client	2019.0	9.0
1395	barabasi	DanLarremore	1133346148410888192	quoted	2019-05-28 12:15:52+00:00	0	0	0	1	Twitter for iPhone	2019.0	7.0
1397	Northeastern	DanLarremore	1133345383688675328	quoted	2019-05-28 12:12:50+00:00	0	1	0	1	Twitter for iPhone	2019.0	7.0
1402	iacopoiacopini	DanLarremore	1133344279001223169	mentioned	2019-05-28 12:08:27+00:00	0	0	0	1	Twitter Web Client	2019.0	6.0
1404	NICOatNU	DanLarremore	1133344082888146944	quoted	2019-05-28 12:07:40+00:00	0	0	0	0	Twitter Web Client	2019.0	8.0
1470	dashunwang	NICOatNU	1018994769094033410	mentioned	2018-07-16 23:04:19+00:00	0	0	0	0	Twitter Web Client	2018.0	9.0
1471	dashunwang	IC2S2	1018994769094033410	mentioned	2018-07-16 23:04:19+00:00	0	0	0	0	Twitter Web Client	2018.0	9.0
1472	dashunwang	davidlazer	1018994769094033410	mentioned	2018-07-16 23:04:19+00:00	0	0	0	0	Twitter Web Client	2018.0	9.0
1474	dashunwang	aaronclauset	1018994769094033410	mentioned	2018-07-16 23:04:19+00:00	0	0	0	0	Twitter Web Client	2018.0	9.0
1475	dashunwang	DanLarremore	1018994769094033410	mentioned	2018-07-16 23:04:19+00:00	0	0	0	0	Twitter Web Client	2018.0	9.0
1479	dashunwang	msantolini	1018994769094033410	mentioned	2018-07-16 23:04:19+00:00	0	0	0	0	Twitter Web Client	2018.0	9.0
1487	joshua_a_becker	IC2S2	1018805656869097472	mentioned	2018-07-16 10:32:51+00:00	1	0	4	1	Twitter for iPhone	2018.0	6.0
1493	feedkoko	NICOatNU	1018588537858527232	replied_to	2018-07-15 20:10:06+00:00	0	0	2	0	Twitter for iPhone	2018.0	5.0
1494	feedkoko	joshua_a_becker	1018588537858527232	replied_to	2018-07-15 20:10:06+00:00	0	0	2	0	Twitter for iPhone	2018.0	5.0
1567	jdfoote	davidlazer	1018266887292112896	mentioned	2018-07-14 22:51:59+00:00	0	0	9	0	Twitter for iPhone	2018.0	8.0
1575	iacopoiacopini	davidlazer	1018261802168340480	replied_to	2018-07-14 22:31:46+00:00	0	0	2	0	Twitter for Android	2018.0	6.0
1577	lajello	davidlazer	1018261695700066304	mentioned	2018-07-14 22:31:21+00:00	1	0	3	0	Twitter for Android	2018.0	8.0
1585	mtizzoni	joshua_a_becker	1018258163089530880	mentioned	2018-07-14 22:17:19+00:00	1	1	3	0	Twitter for iPhone	2018.0	8.0
1587	mtizzoni	jdfoote	1018258163089530880	mentioned	2018-07-14 22:17:19+00:00	1	1	3	0	Twitter for iPhone	2018.0	8.0
1588	ingo_S	davidlazer	1018257409935052802	mentioned	2018-07-14 22:14:19+00:00	0	1	0	0	Twitter for iPhone	2018.0	8.0
1592	ciro	davidlazer	1018256408612167681	mentioned	2018-07-14 22:10:20+00:00	4	0	17	0	Twitter for iPhone	2018.0	9.0
1594	tinaeliassi	davidlazer	1018254578691858432	mentioned	2018-07-14 22:03:04+00:00	1	0	1	0	Twitter for Android	2018.0	6.0
1596	svscarpino	davidlazer	1018252691267571713	mentioned	2018-07-14 21:55:34+00:00	0	0	2	0	Twitter Web App	2018.0	6.0
1624	jkbren	IC2S2	1018211877443330048	mentioned	2018-07-14 19:13:23+00:00	3	0	10	0	Twitter Web Client	2018.0	7.0
1625	jkbren	martikagv	1018211877443330048	mentioned	2018-07-14 19:13:23+00:00	3	0	10	0	Twitter Web Client	2018.0	7.0
1626	jkbren	dashunwang	1018211877443330048	mentioned	2018-07-14 19:13:23+00:00	3	0	10	0	Twitter Web Client	2018.0	7.0
1627	jkbren	hyejin_youn	1018211877443330048	mentioned	2018-07-14 19:13:23+00:00	3	0	10	0	Twitter Web Client	2018.0	7.0
1628	jkbren	DanLarremore	1018211877443330048	mentioned	2018-07-14 19:13:23+00:00	3	0	10	0	Twitter Web Client	2018.0	7.0
1634	alexvespi	NICOatNU	1018202031415128064	mentioned	2018-07-14 18:34:16+00:00	0	0	2	0	Twitter Web Client	2018.0	9.0
1635	alexvespi	IC2S2	1018202031415128064	mentioned	2018-07-14 18:34:16+00:00	0	0	2	0	Twitter Web Client	2018.0	9.0
1638	alexvespi	aaronclauset	1018202031415128064	mentioned	2018-07-14 18:34:16+00:00	0	0	2	0	Twitter Web Client	2018.0	9.0
1641	alexvespi	DanLarremore	1018202031415128064	mentioned	2018-07-14 18:34:16+00:00	0	0	2	0	Twitter Web Client	2018.0	9.0
1648	dan_marinazzo	IC2S2	1018182020579647488	replied_to	2018-07-14 17:14:45+00:00	0	0	2	0	Twitter for Android	2018.0	7.0
1649	dan_marinazzo	aaronclauset	1018182020579647488	replied_to	2018-07-14 17:14:45+00:00	0	0	2	0	Twitter for Android	2018.0	7.0
1672	svscarpino	alainbarrat	1006969478301863938	mentioned	2018-06-13 18:40:06+00:00	3	0	10	0	Twitter for Android	2018.0	6.0
1673	svscarpino	vcolizza	1006969478301863938	mentioned	2018-06-13 18:40:06+00:00	3	0	10	0	Twitter for Android	2018.0	6.0
1676	tinaeliassi	foucaultwelles	1006938164253032449	mentioned	2018-06-13 16:35:41+00:00	1	0	6	0	Twitter for iPhone	2018.0	6.0
1678	GuidoCaldarelli	foucaultwelles	1006928316023140352	mentioned	2018-06-13 15:56:33+00:00	0	0	3	0	Twitter for iPhone	2018.0	8.0
1686	TahaYasseri	foucaultwelles	1006923938906230784	mentioned	2018-06-13 15:39:09+00:00	0	0	4	0	Twitter for iPhone	2018.0	10.0
1689	lewis_math	foucaultwelles	1006919912919465984	mentioned	2018-06-13 15:23:09+00:00	3	0	19	0	Twitter for Android	2018.0	6.0
1696	vcolizza	svscarpino	1006898751645016066	mentioned	2018-06-13 13:59:04+00:00	2	1	11	0	Twitter for iPhone	2018.0	5.0
1700	MassimoSt	aaronclauset	1006894523602034688	quoted	2018-06-13 13:42:16+00:00	2	0	3	0	Twitter for iPhone	2018.0	8.0
1722	dan_marinazzo	MassimoSt	1006880576949903362	mentioned	2018-06-13 12:46:51+00:00	1	0	3	0	Twitter for Android	2018.0	7.0
1728	iacopoiacopini	_jgyou	1006855134712877057	mentioned	2018-06-13 11:05:45+00:00	2	0	4	0	Twitter for Android	2018.0	6.0
1729	iacopoiacopini	LHDnets	1006855134712877057	mentioned	2018-06-13 11:05:45+00:00	2	0	4	0	Twitter for Android	2018.0	6.0
1755	mtizzoni	bansallab	1006831350966562818	mentioned	2018-06-13 09:31:14+00:00	1	1	12	0	Twitter for iPhone	2018.0	8.0
1760	lajello	manlius84	1006813460339011584	mentioned	2018-06-13 08:20:09+00:00	1	0	3	0	Twitter Web Client	2018.0	8.0
1789	jkbren	ingo_S	1006567804265361408	mentioned	2018-06-12 16:04:00+00:00	2	1	3	0	Tweetbot for iΟS	2018.0	7.0
1802	NICOatNU	lajello	1006560836486352896	mentioned	2018-06-12 15:36:19+00:00	2	0	16	0	Twitter for iPhone	2018.0	8.0
1814	barabasi	schichmax	1006548258553032704	mentioned	2018-06-12 14:46:20+00:00	1	0	7	0	Twitter for iPhone	2018.0	7.0
1845	davidlazer	vcolizza	1006513030480490497	mentioned	2018-06-12 12:26:21+00:00	0	0	0	0	Twitter Web Client	2018.0	9.0
1892	IC2S2	IC2S2	885451713154621440	mentioned	2017-07-13 10:51:53+00:00	2	0	1	0	Twitter for Android	2017.0	8.0
1897	elaragon	elaragon	885441834335571969	mentioned	2017-07-13 10:12:38+00:00	5	0	17	0	Twitter for Android	2017.0	8.0
1899	elaragon	IC2S2	885441834335571969	mentioned	2017-07-13 10:12:38+00:00	5	0	17	0	Twitter for Android	2017.0	8.0
1930	ciro	IC2S2	885195830667468800	quoted	2017-07-12 17:55:06+00:00	1	0	6	0	Twitter for iPhone	2017.0	9.0
1962	ISI_Fondazione	joshua_a_becker	885082073253502976	mentioned	2017-07-12 10:23:04+00:00	0	0	1	0	Twitter for iPhone	2017.0	6.0
1963	ISI_Fondazione	IC2S2	885082073253502976	mentioned	2017-07-12 10:23:04+00:00	0	0	1	0	Twitter for iPhone	2017.0	6.0
1981	dan_marinazzo	IC2S2	885047753147023362	quoted	2017-07-12 08:06:42+00:00	0	0	0	1	Twitter for iPad	2017.0	7.0
1992	net_science	IC2S2	884796629953458180	mentioned	2017-07-11 15:28:49+00:00	0	0	1	0	Twitter Web Client	2017.0	8.0
2035	estebanmoro	ciro	884690335552737281	mentioned	2017-07-11 08:26:27+00:00	8	0	24	0	Twitter for Android	2017.0	9.0
2039	ingo_S	ciro	884689129090551808	mentioned	2017-07-11 08:21:39+00:00	13	1	14	0	Twitter for Android	2017.0	8.0
2050	cesifoti	IC2S2	884640508475318272	mentioned	2017-07-11 05:08:27+00:00	0	0	1	0	Twitter for Android	2017.0	9.0
2055	svscarpino	IC2S2	884424723291090944	mentioned	2017-07-10 14:51:00+00:00	4	0	5	0	Sprinklr	2017.0	6.0
2065	svscarpino	bansallab	877159861401919488	mentioned	2017-06-20 13:43:02+00:00	10	2	8	0	Twitter for iPhone	2017.0	6.0
2066	svscarpino	vcolizza	877159861401919488	mentioned	2017-06-20 13:43:02+00:00	10	2	8	0	Twitter for iPhone	2017.0	6.0
2067	svscarpino	cosnet_bifi	877159861401919488	mentioned	2017-06-20 13:43:02+00:00	10	2	8	0	Twitter for iPhone	2017.0	6.0
2106	net_science	aaronclauset	876903681559494656	mentioned	2017-06-19 20:45:04+00:00	3	0	6	0	TweetDeck	2017.0	8.0
2116	davidlazer	noshir	876857535340457984	mentioned	2017-06-19 17:41:42+00:00	1	0	7	1	Twitter for iPhone	2017.0	9.0
2131	ronaldomenezes	cxdig	876827134647562241	replied_to	2017-06-19 15:40:54+00:00	0	0	0	0	Twitter Web Client	2017.0	7.0
2171	TahaYasseri	HirokiSayama	876559855749824513	replied_to	2017-06-18 21:58:49+00:00	0	0	1	0	Twitter Web Client	2017.0	10.0
2185	robysinatra	IC2S2	860464416021762048	mentioned	2017-05-05 12:01:18+00:00	5	0	3	0	Hootsuite	2017.0	8.0
2279	_jgyou	barabasi	829019477815787521	quoted	2017-02-07 17:30:20+00:00	0	1	0	0	Twitter Web Client	2017.0	8.0
2324	GuidoCaldarelli	aaronclauset	605828609589125120	replied_to	2015-06-02 20:09:30+00:00	0	0	0	0	TweetDeck	2015.0	8.0
2369	ISI_Fondazione	noshir	605678843379220480	mentioned	2015-06-02 10:14:23+00:00	0	0	0	0	Twitter for Android	2015.0	6.0
2537	danielequercia	aaronclauset	571417400052199424	mentioned	2015-02-27 21:11:39+00:00	3	0	3	0	Twitter Web Client	2015.0	9.0
2539	danielequercia	barabasi	571417400052199424	mentioned	2015-02-27 21:11:39+00:00	3	0	3	0	Twitter Web Client	2015.0	9.0
2540	danielequercia	ciro	571417400052199424	mentioned	2015-02-27 21:11:39+00:00	3	0	3	0	Twitter Web Client	2015.0	9.0
2541	danielequercia	estebanmoro	571417400052199424	mentioned	2015-02-27 21:11:39+00:00	3	0	3	0	Twitter Web Client	2015.0	9.0
138	joshua_a_becker	IC2S2	1520036564004388865	replied_to	2022-04-29 13:45:32+00:00	0	0	1	0	Twitter for iPhone	2022.0	6.0
160	feedkoko	IC2S2	1518780255238037505	mentioned	2022-04-26 02:33:25+00:00	0	0	8	0	Twitter Web App	2022.0	5.0
161	feedkoko	hyejin_youn	1518780255238037505	mentioned	2022-04-26 02:33:25+00:00	0	0	8	0	Twitter Web App	2022.0	5.0
164	AnnenbergPenn	IC2S2	1518705198226681862	replied_to	2022-04-25 21:35:10+00:00	1	0	2	0	Twitter Web App	2022.0	6.0
209	dgarcia_eu	joshua_a_becker	1502342309676929032	replied_to	2022-03-11 17:54:53+00:00	0	0	3	0	Twitter Web App	2022.0	7.0
210	dgarcia_eu	IC2S2	1502342309676929032	replied_to	2022-03-11 17:54:53+00:00	0	0	3	0	Twitter Web App	2022.0	7.0
211	dgarcia_eu	IC2S2	1502342309676929032	replied_to	2022-03-11 17:54:53+00:00	0	0	3	0	Twitter Web App	2022.0	7.0
242	GuidoCaldarelli	suneman	1421512661565677573	replied_to	2021-07-31 16:46:43+00:00	0	0	1	0	Twitter for iPhone	2021.0	8.0
243	GuidoCaldarelli	IC2S2	1421512661565677573	replied_to	2021-07-31 16:46:43+00:00	0	0	1	0	Twitter for iPhone	2021.0	8.0
254	pholme	sees_lab	1421461867310903301	replied_to	2021-07-31 13:24:53+00:00	0	0	1	0	Twitter Web App	2021.0	7.0
256	pholme	IC2S2	1421461867310903301	replied_to	2021-07-31 13:24:53+00:00	0	0	1	0	Twitter Web App	2021.0	7.0
262	sees_lab	pholme	1421434560739520513	replied_to	2021-07-31 11:36:22+00:00	0	1	1	0	Twitter for Android	2021.0	8.0
264	sees_lab	IC2S2	1421434560739520513	replied_to	2021-07-31 11:36:22+00:00	0	1	1	0	Twitter for Android	2021.0	8.0
277	suneman	sees_lab	1421374222362890252	mentioned	2021-07-31 07:36:37+00:00	5	2	19	0	Twitter Web App	2021.0	8.0
278	suneman	IC2S2	1421374222362890252	mentioned	2021-07-31 07:36:37+00:00	5	2	19	0	Twitter Web App	2021.0	8.0
285	DirkBrockmann	IC2S2	1421359052890808320	mentioned	2021-07-31 06:36:20+00:00	0	5	27	0	Twitter Web App	2021.0	6.0
286	CarolinaMttssn	IC2S2	1421266276903579649	quoted	2021-07-31 00:27:40+00:00	0	1	2	0	Twitter for iPhone	2021.0	4.0
300	feedkoko	IC2S2	1421085668051017731	mentioned	2021-07-30 12:30:00+00:00	3	0	3	0	Twitter Web App	2021.0	5.0
312	dgarcia_eu	IC2S2	1421012599127355394	replied_to	2021-07-30 07:39:39+00:00	0	0	0	0	Twitter Web App	2021.0	7.0
314	dgarcia_eu	IC2S2	1421012599127355394	replied_to	2021-07-30 07:39:39+00:00	0	0	0	0	Twitter Web App	2021.0	7.0
325	foucaultwelles	IC2S2	1420800403860566020	mentioned	2021-07-29 17:36:28+00:00	1	0	1	0	Twitter Web App	2021.0	8.0
425	IC2S2	IC2S2	1417052820310740993	mentioned	2021-07-19 09:24:54+00:00	7	2	10	1	Twitter Web App	2021.0	8.0
606	a_baronca	IC2S2	1369897342543958016	replied_to	2021-03-11 06:25:52+00:00	0	0	0	0	Twitter Web App	2021.0	7.0
607	mrfrank5790	IC2S2	1369269305720897537	mentioned	2021-03-09 12:50:16+00:00	0	0	1	0	Twitter for iPhone	2021.0	7.0
608	tinaeliassi	IC2S2	1369041872820273154	replied_to	2021-03-08 21:46:32+00:00	0	0	0	0	Twitter for iPhone	2021.0	6.0
610	onurvarol	IC2S2	1361972571483344896	quoted	2021-02-17 09:35:39+00:00	0	0	2	0	Twitter Web App	2021.0	6.0
621	noshir	IC2S2	1346777558092754950	replied_to	2021-01-06 11:16:06+00:00	0	0	3	0	Twitter Web App	2021.0	8.0
649	manlius84	IC2S2	1340059466780303362	replied_to	2020-12-18 22:20:48+00:00	0	0	0	0	Twitter Web App	2020.0	8.0
689	OSoMe_IU	IC2S2	1330181034424606722	replied_to	2020-11-21 16:07:26+00:00	0	0	0	0	Twitter Web App	2020.0	8.0
692	DanLarremore	IC2S2	1329833679560982528	replied_to	2020-11-20 17:07:10+00:00	0	1	0	0	Twitter Web App	2020.0	8.0
726	TahaYasseri	IC2S2	1285617429016653824	replied_to	2020-07-21 16:47:35+00:00	0	0	0	0	Twitter Web App	2020.0	10.0
742	tinaeliassi	IC2S2	1285509265260765185	replied_to	2020-07-21 09:37:47+00:00	0	1	2	0	Twitter Web App	2020.0	6.0
747	onurvarol	TahaYasseri	1285482940110123008	replied_to	2020-07-21 07:53:10+00:00	0	1	1	0	Twitter Web App	2020.0	6.0
748	onurvarol	IC2S2	1285482940110123008	replied_to	2020-07-21 07:53:10+00:00	0	1	1	0	Twitter Web App	2020.0	6.0
763	estebanmoro	IC2S2	1285307745097388032	mentioned	2020-07-20 20:17:00+00:00	0	1	13	0	Twitter for Android	2020.0	9.0
778	joshua_a_becker	IC2S2	1285273624300134403	mentioned	2020-07-20 18:01:25+00:00	1	0	8	0	Twitter Web App	2020.0	6.0
839	mrfrank5790	IC2S2	1284547223783645190	mentioned	2020-07-18 17:54:58+00:00	2	2	43	0	Twitter for iPhone	2020.0	7.0
844	joshua_a_becker	IC2S2	1284532694479773696	mentioned	2020-07-18 16:57:14+00:00	1	1	11	1	Twitter Web App	2020.0	6.0
919	DanLarremore	IC2S2	1284118659150098433	mentioned	2020-07-17 13:32:00+00:00	1	0	10	0	Twitter Web App	2020.0	8.0
946	juniperlov	IC2S2	1275785144708759552	replied_to	2020-06-24 13:37:36+00:00	0	0	3	0	Twitter for Android	2020.0	5.0
948	onurvarol	IC2S2	1274364211053944832	mentioned	2020-06-20 15:31:19+00:00	0	0	5	0	Twitter Web App	2020.0	6.0
968	foucaultwelles	IC2S2	1257060189578108934	replied_to	2020-05-03 21:31:18+00:00	0	0	1	0	Twitter for Android	2020.0	8.0
969	foucaultwelles	onurvarol	1257060189578108934	replied_to	2020-05-03 21:31:18+00:00	0	0	1	0	Twitter for Android	2020.0	8.0
972	foucaultwelles	mrfrank5790	1257060189578108934	replied_to	2020-05-03 21:31:18+00:00	0	0	1	0	Twitter for Android	2020.0	8.0
