source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform	year
eddywongch	Shugars	1133389166572658689	mentioned	2019-05-28 15:06:49+00:00	3	1	19	0	Twitter for iPhone	2019.0
alexburnham2000	Shugars	1133389074415407104	mentioned	2019-05-28 15:06:27+00:00	5	0	13	0	Twitter for iPhone	2019.0
jkbren	timslarock	1133388542946816001	mentioned	2019-05-28 15:04:20+00:00	1	0	3	0	Twitter for iPhone	2019.0
phihoevel	svscarpino	1133382546287484928	replied_to	2019-05-28 14:40:30+00:00	0	0	4	0	Twitter Web App	2019.0
phihoevel	DanLarremore	1133382546287484928	replied_to	2019-05-28 14:40:30+00:00	0	0	4	0	Twitter Web App	2019.0
AlicePatania	fineconets	1133382273787748352	mentioned	2019-05-28 14:39:25+00:00	1	1	6	0	Twitter for iPhone	2019.0
AlicePatania	PLOSONE	1133382273787748352	mentioned	2019-05-28 14:39:25+00:00	1	1	6	0	Twitter for iPhone	2019.0
PaoloBarucca	a3sha2	1133381794152288256	mentioned	2019-05-28 14:37:31+00:00	2	0	6	1	Twitter for Android	2019.0
dr_jpark	cat	1133380832570294272	mentioned	2019-05-28 14:33:42+00:00	0	0	2	0	Twitter for iPhone	2019.0
jessicadavis_	mpespeni	1133379971127414785	mentioned	2019-05-28 14:30:16+00:00	7	0	11	0	Twitter for iPhone	2019.0
GlobalObesity	mpespeni	1133379946649399296	mentioned	2019-05-28 14:30:11+00:00	5	0	18	1	Twitter for iPhone	2019.0
netneurosci	uvmvermont	1133379617690136576	mentioned	2019-05-28 14:28:52+00:00	5	1	20	0	Twitter Web App	2019.0
netneurosci	gboeing	1133379617690136576	mentioned	2019-05-28 14:28:52+00:00	5	1	20	0	Twitter Web App	2019.0
yy	Felag_J	1133379610312433665	mentioned	2019-05-28 14:28:50+00:00	0	0	2	0	Twitter Web Client	2019.0
_jgyou	mpespeni	1133376307562254336	mentioned	2019-05-28 14:15:43+00:00	8	0	17	0	Twitter for iPhone	2019.0
diestra77	ryanjgallag	1133375026428895235	mentioned	2019-05-28 14:10:38+00:00	1	1	7	1	Twitter for Android	2019.0
manlius84	chiahungyang	1133373218406981632	mentioned	2019-05-28 14:03:26+00:00	4	0	11	0	Twitter for iPhone	2019.0
chiahungyang	chiahungyang	1133371651507273729	mentioned	2019-05-28 13:57:13+00:00	5	0	16	1	Twitter for iPhone	2019.0
OnervaKorhonen	mpespeni	1133369840570384386	replied_to	2019-05-28 13:50:01+00:00	1	0	2	0	Twitter for iPhone	2019.0
CChelmis	mpespeni	1133367911320641536	mentioned	2019-05-28 13:42:21+00:00	2	1	4	0	Twitter for iPhone	2019.0
UVMCompSci	NSF	1133367654432038912	mentioned	2019-05-28 13:41:20+00:00	4	0	12	0	Twitter for iPhone	2019.0
UVMCompSci	uvmvermont	1133367654432038912	mentioned	2019-05-28 13:41:20+00:00	4	0	12	0	Twitter for iPhone	2019.0
UVMCompSci	mpespeni	1133367654432038912	mentioned	2019-05-28 13:41:20+00:00	4	0	12	0	Twitter for iPhone	2019.0
Ali_Jazayeri_	foucaultwelles	1133367632588169217	mentioned	2019-05-28 13:41:15+00:00	2	0	6	0	Twitter for Android	2019.0
parul_pm	uvmvermont	1133366948572610561	mentioned	2019-05-28 13:38:32+00:00	4	0	4	1	Twitter Web Client	2019.0
amyhodler	bolozna	1133366451010703360	mentioned	2019-05-28 13:36:33+00:00	0	0	1	0	Twitter for iPhone	2019.0
ryanjgallag	fineconets	1133361449689133056	mentioned	2019-05-28 13:16:41+00:00	2	0	6	0	Twitter for iPhone	2019.0
ryanjgallag	uvmcomplexity	1133361449689133056	mentioned	2019-05-28 13:16:41+00:00	2	0	6	0	Twitter for iPhone	2019.0
Vivfiona	dinacmistry	1133360862947880960	mentioned	2019-05-28 13:14:21+00:00	1	0	6	0	Twitter for iPhone	2019.0
Vivfiona	_leotrs	1133360862947880960	mentioned	2019-05-28 13:14:21+00:00	1	0	6	0	Twitter for iPhone	2019.0
Vivfiona	foucaultwelles	1133360862947880960	mentioned	2019-05-28 13:14:21+00:00	1	0	6	0	Twitter for iPhone	2019.0
Vivfiona	svscarpino	1133360862947880960	mentioned	2019-05-28 13:14:21+00:00	1	0	6	0	Twitter for iPhone	2019.0
Vivfiona	big_data_kane	1133360862947880960	mentioned	2019-05-28 13:14:21+00:00	1	0	6	0	Twitter for iPhone	2019.0
drsamahill	austinbenson	1133360791359557632	mentioned	2019-05-28 13:14:04+00:00	0	0	3	0	Twitter for iPhone	2019.0
vedransekara	foucaultwelles	1133358214215544832	mentioned	2019-05-28 13:03:49+00:00	1	0	5	0	Twitter Web Client	2019.0
crcandiav	PiratePeel	1133356976673558528	replied_to	2019-05-28 12:58:54+00:00	1	2	4	0	Twitter Web Client	2019.0
crcandiav	DanLarremore	1133356976673558528	replied_to	2019-05-28 12:58:54+00:00	1	2	4	0	Twitter Web Client	2019.0
SophieMeakin	Nietzchrodinger	1133355048547889152	mentioned	2019-05-28 12:51:14+00:00	1	0	4	0	TweetDeck	2019.0
