Unnamed: 0	source	target	id	type	time	retweet_count	reply_count	like_count	quote_count	platform	year	number_years
19	IC2S2	IC2S2	1498679310034608145	mentioned	2022-03-01 15:19:26+00:00	0	0	1	0	Twitter Web App	2022.0	8.0
46	ingmarweber	ComuneLab	1450735562361643012	mentioned	2021-10-20 08:08:06+00:00	2	0	20	1	Twitter Web App	2021.0	9.0
100	ricgallotti	sgonzalezbailon	1430904180365922304	mentioned	2021-08-26 14:45:16+00:00	0	0	1	0	Hootsuite Inc.	2021.0	6.0
103	ricgallotti	Ognyanova	1430904180365922304	mentioned	2021-08-26 14:45:16+00:00	0	0	1	0	Hootsuite Inc.	2021.0	6.0
113	richardfbetzel	barabasi	1430153029660123150	mentioned	2021-08-24 13:00:27+00:00	4	0	7	1	Hootsuite Inc.	2021.0	6.0
147	iniguezg	sgonzalezbailon	1428802791661842438	mentioned	2021-08-20 19:35:06+00:00	0	0	0	0	Hootsuite Inc.	2021.0	6.0
150	iniguezg	Ognyanova	1428802791661842438	mentioned	2021-08-20 19:35:06+00:00	0	0	0	0	Hootsuite Inc.	2021.0	6.0
155	bansallab	barabasi	1428356158423592970	mentioned	2021-08-19 14:00:20+00:00	2	0	7	0	Hootsuite Inc.	2021.0	7.0
189	elaragon	IC2S2	1421392207131594755	mentioned	2021-07-31 08:48:05+00:00	8	2	25	0	Twitter Web App	2021.0	8.0
207	juniperlov	barabasi	1420730863613091845	mentioned	2021-07-29 13:00:08+00:00	2	0	9	0	Hootsuite Inc.	2021.0	5.0
222	IUNetSci	IC2S2	1420324318702030851	quoted	2021-07-28 10:04:40+00:00	0	0	26	0	Twitter Web App	2021.0	7.0
232	vcolizza	IC2S2	1420307728979869700	mentioned	2021-07-28 08:58:45+00:00	2	2	15	0	Twitter Web App	2021.0	5.0
237	OSoMe_IU	IC2S2	1420287993089253379	mentioned	2021-07-28 07:40:19+00:00	3	1	9	0	Twitter Web App	2021.0	8.0
265	dinacmistry	IC2S2	1417772121313484803	mentioned	2021-07-21 09:03:09+00:00	10	0	21	0	Twitter Web App	2021.0	5.0
319	netsci2020	barabasi	1411244978072952836	replied_to	2021-07-03 08:46:37+00:00	0	0	2	0	Twitter Web App	2021.0	3.0
328	PiratePeel	barabasi	1409859419081424896	mentioned	2021-06-29 13:00:54+00:00	0	0	2	0	Hootsuite Inc.	2021.0	8.0
369	svscarpino	Networks2021	1405979739806961665	quoted	2021-06-18 20:04:26+00:00	3	0	10	0	Twitter for iPhone	2021.0	6.0
370	yy	martino_design	1405873595902054405	mentioned	2021-06-18 13:02:39+00:00	0	0	2	0	Hootsuite Inc.	2021.0	11.0
371	yy	barabasi	1405873595902054405	mentioned	2021-06-18 13:02:39+00:00	0	0	2	0	Hootsuite Inc.	2021.0	11.0
372	yy	baruchbarzel	1405873595902054405	mentioned	2021-06-18 13:02:39+00:00	0	0	2	0	Hootsuite Inc.	2021.0	11.0
383	GuidoCaldarelli	barabasi	1402974090068205571	mentioned	2021-06-10 13:01:03+00:00	1	0	7	0	Hootsuite Inc.	2021.0	8.0
390	Shugars	barabasi	1402249451092295686	mentioned	2021-06-08 13:01:36+00:00	0	0	2	0	Hootsuite Inc.	2021.0	6.0
399	lordgrilo	martino_design	1400799952033533964	mentioned	2021-06-04 13:01:48+00:00	2	0	3	0	Hootsuite Inc.	2021.0	8.0
400	lordgrilo	barabasi	1400799952033533964	mentioned	2021-06-04 13:01:48+00:00	2	0	3	0	Hootsuite Inc.	2021.0	8.0
401	lordgrilo	baruchbarzel	1400799952033533964	mentioned	2021-06-04 13:01:48+00:00	2	0	3	0	Hootsuite Inc.	2021.0	8.0
403	lucpappalard	barabasi	1400437526960222208	mentioned	2021-06-03 13:01:39+00:00	4	0	11	0	Hootsuite Inc.	2021.0	6.0
424	martikagv	barabasi	1397538291558359040	mentioned	2021-05-26 13:01:08+00:00	1	0	7	0	Hootsuite Inc.	2021.0	6.0
438	clauwa	IC2S2	1393704709958119426	mentioned	2021-05-15 23:07:51+00:00	2	0	5	1	Twitter Web App	2021.0	9.0
447	ronaldomenezes	JariSaramaki	1386540729120575488	mentioned	2021-04-26 04:40:45+00:00	1	0	3	0	Twitter Web App	2021.0	7.0
471	tinaeliassi	GuidoCaldarelli	1344395753146507264	mentioned	2020-12-30 21:31:39+00:00	2	0	4	0	Twitter Web App	2020.0	6.0
480	estebanmoro	barabasi	1326468425733070848	replied_to	2020-11-11 10:14:51+00:00	0	0	3	0	Twitter Web App	2020.0	9.0
481	estebanmoro	anxosan	1326468425733070848	replied_to	2020-11-11 10:14:51+00:00	0	0	3	0	Twitter Web App	2020.0	9.0
484	estebanmoro	alexvespi	1326468425733070848	replied_to	2020-11-11 10:14:51+00:00	0	0	3	0	Twitter Web App	2020.0	9.0
485	estebanmoro	alexvespi	1326468425733070848	replied_to	2020-11-11 10:14:51+00:00	0	0	3	0	Twitter Web App	2020.0	9.0
527	joshua_a_becker	branmorrighan	1309151068690042880	mentioned	2020-09-24 15:21:52+00:00	3	0	2	0	Twitter Web App	2020.0	6.0
528	joshua_a_becker	OSoMe_IU	1309151068690042880	mentioned	2020-09-24 15:21:52+00:00	3	0	2	0	Twitter Web App	2020.0	6.0
529	joshua_a_becker	yy	1309151068690042880	mentioned	2020-09-24 15:21:52+00:00	3	0	2	0	Twitter Web App	2020.0	6.0
534	a_baronca	netsci2020	1309140190859005962	mentioned	2020-09-24 14:38:38+00:00	7	1	51	3	Twitter for iPhone	2020.0	7.0
541	gvrkiran	GuidoCaldarelli	1309131235617316873	mentioned	2020-09-24 14:03:03+00:00	5	0	10	0	Twitter for iPhone	2020.0	5.0
543	DanielMRomero	cosnet_bifi	1309130716790378497	mentioned	2020-09-24 14:01:00+00:00	0	0	1	0	Twitter for iPhone	2020.0	6.0
544	DanielMRomero	GuidoCaldarelli	1309130716790378497	mentioned	2020-09-24 14:01:00+00:00	0	0	1	0	Twitter for iPhone	2020.0	6.0
559	dashunwang	netsci2020	1309075226047713283	mentioned	2020-09-24 10:20:29+00:00	1	0	3	0	Twitter Web App	2020.0	9.0
574	ronaldomenezes	appliednetsci	1275384428282421249	mentioned	2020-06-23 11:05:17+00:00	0	0	0	0	Twitter Web App	2020.0	7.0
587	big_data_kane	svscarpino	1274074916078473217	quoted	2020-06-19 20:21:45+00:00	1	0	7	0	Twitter Web App	2020.0	4.0
592	GuidoCaldarelli	netsci2020	1261291934691328000	mentioned	2020-05-15 13:46:45+00:00	25	0	24	0	Twitter for iPad	2020.0	8.0
594	netsci2020	netsci2020	1261291783625072641	mentioned	2020-05-15 13:46:09+00:00	46	0	83	1	Twitter for iPad	2020.0	3.0
596	cosnet_bifi	netsci2020	1261287079365001219	mentioned	2020-05-15 13:27:27+00:00	29	2	49	3	Twitter Web App	2020.0	9.0
608	gdeandajauregui	Shugars	1253044235307290624	mentioned	2020-04-22 19:33:20+00:00	0	0	1	0	Twitter Web App	2020.0	5.0
618	schichmax	alexvespi	1238816051506413569	mentioned	2020-03-14 13:15:37+00:00	3	0	11	0	Twitter Web Client	2020.0	6.0
625	lajello	IC2S2	1228384293518315520	mentioned	2020-02-14 18:23:32+00:00	3	0	12	0	Twitter Web App	2020.0	8.0
626	PaoloBarucca	munmun10	1228111101642051587	mentioned	2020-02-14 00:17:58+00:00	2	0	21	1	Twitter Web App	2020.0	8.0
627	PaoloBarucca	IC2S2	1228111101642051587	mentioned	2020-02-14 00:17:58+00:00	2	0	21	1	Twitter Web App	2020.0	8.0
